Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EQY_WEIGHTED_AVG_PX,MOV_AVG_5D,MOV_AVG_10D,MOV_AVG_20D,MOV_AVG_30D,MOV_AVG_40D,MOV_AVG_50D,MOV_AVG_60D,MOV_AVG_100D,MOV_AVG_120D,MOV_AVG_180D,MOV_AVG_200D,RSI_3D,RSI_9D,RSI_14D,RSI_30D
1/3/2000,4.323,4.479,4.323,4.427,503040.0,4.4212,4.4063,4.4557,4.388,4.3576,4.3346,4.3156,4.2856,4.2453,4.3082,4.4185,4.2965,58.5487,53.6654,53.3394,56.3623
1/4/2000,4.427,4.479,4.349,4.349,228480.0,4.3883,4.3854,4.4349,4.3919,4.3602,4.3385,4.3188,4.2895,4.2526,4.3001,4.4229,4.3039,36.6387,45.3083,47.6374,53.7304
1/5/2000,4.271,4.375,4.271,4.271,981120.0,4.3076,4.349,4.4063,4.3945,4.3585,4.3398,4.3167,4.2921,4.2573,4.2919,4.4272,4.3107,23.4663,38.554,42.7194,51.2545
1/6/2000,4.297,4.297,4.271,4.271,422400.0,4.2733,4.3281,4.3776,4.3958,4.3533,4.3385,4.3182,4.2938,4.2576,4.2836,4.4308,4.3177,23.4663,38.554,42.7194,51.2545
1/7/2000,4.297,4.297,4.271,4.271,422400.0,4.2733,4.3281,4.3776,4.3958,4.3533,4.3385,4.3182,4.2938,4.2576,4.2836,4.4308,4.3177,23.4663,38.554,42.7194,51.2545
1/10/2000,4.297,4.297,4.271,4.271,422400.0,4.2733,4.3281,4.3776,4.3958,4.3533,4.3385,4.3182,4.2938,4.2576,4.2836,4.4308,4.3177,23.4663,38.554,42.7194,51.2545
1/11/2000,4.427,4.427,4.297,4.427,167040.0,4.3277,4.349,4.3776,4.3971,4.3542,4.3411,4.3224,4.2977,4.2534,4.2771,4.4352,4.325,70.7646,55.3881,53.786,55.6305
1/12/2000,4.375,4.401,4.349,4.375,2490240.0,4.3775,4.3385,4.3724,4.4023,4.3568,4.3418,4.324,4.3016,4.2513,4.2719,4.4379,4.3319,54.0599,50.2278,50.2976,53.9601
1/13/2000,4.427,4.427,4.349,4.349,1342080.0,4.3939,4.3385,4.362,4.4036,4.3576,4.3438,4.3245,4.3051,4.2508,4.2667,4.4405,4.3383,45.9285,47.7267,48.6004,53.1349
1/14/2000,4.427,4.427,4.349,4.349,1290240.0,4.3773,4.3542,4.3516,4.4036,4.362,4.3464,4.3255,4.3099,4.2492,4.2615,4.4431,4.3444,45.9285,47.7267,48.6004,53.1349
1/17/2000,4.479,4.661,4.427,4.427,1127040.0,4.5544,4.3854,4.3568,4.4076,4.3681,4.3509,4.3323,4.3164,4.2497,4.2567,4.4457,4.3508,73.1695,56.0385,54.0009,55.3282
1/18/2000,4.427,4.583,4.375,4.583,443520.0,4.5151,4.4167,4.3828,4.418,4.3793,4.3594,4.3401,4.3229,4.2508,4.2539,4.4479,4.3579,89.3165,67.6221,62.4896,59.2719
1/19/2000,4.531,4.635,4.531,4.531,812160.0,4.5639,4.4479,4.3932,4.4245,4.3898,4.3665,4.3464,4.3286,4.2503,4.2513,4.4485,4.3651,68.6571,61.5412,58.6072,57.5209
1/20/2000,4.583,4.609,4.531,4.583,316800.0,4.5718,4.4948,4.4167,4.4258,4.4002,4.3743,4.3542,4.3351,4.251,4.2491,4.4495,4.372,76.7306,65.0745,61.203,58.7806
1/21/2000,4.583,4.609,4.531,4.583,334080.0,4.5886,4.5417,4.4479,4.4271,4.4123,4.3809,4.3615,4.3385,4.251,4.2476,4.4505,4.3789,76.7306,65.0745,61.203,58.7806
1/24/2000,4.635,4.661,4.557,4.557,130560.0,4.6063,4.5677,4.4766,4.4271,4.4227,4.3841,4.3661,4.3446,4.2534,4.2463,4.4512,4.3857,59.491,61.4991,59.0554,57.8625
1/25/2000,4.531,4.557,4.479,4.531,190080.0,4.5081,4.5573,4.487,4.4323,4.4271,4.3874,4.3703,4.3498,4.2552,4.2452,4.4536,4.3919,44.4954,57.919,56.905,56.9423
1/26/2000,4.531,4.531,4.505,4.505,764160.0,4.5079,4.5521,4.5,4.4362,4.4349,4.3926,4.3734,4.3533,4.2568,4.2478,4.4552,4.3974,32.2875,54.3591,54.7577,56.0208
1/27/2000,4.583,4.583,4.453,4.453,228480.0,4.4938,4.526,4.5104,4.4362,4.4392,4.3958,4.3771,4.3555,4.2576,4.2513,4.4566,4.4025,17.7104,47.7548,50.6419,54.2058
